ImageId,Label
2594,0
2595,4
2596,6
2597,3
2598,2
2599,3
2600,8
2601,6
2602,4
2603,9
2604,3
2605,2
2606,2
2607,2
2608,1
2609,0
2610,1
2611,5
2612,5
2613,5
2614,4
2615,5
2616,7
2617,0
2618,2
2619,1
2620,5
2621,3
2622,1
2623,1
2624,8
2625,7
2626,6
2627,5
2628,9
2629,7
2630,0
2631,3
2632,4
2633,5
2634,3
2635,5
2636,2
2637,5
2638,4
2639,4
2640,6
2641,5
2642,3
2643,7
2644,8
2645,1
2646,2
2647,1
2648,5
2649,1
2650,6
2651,9
2652,8
2653,9
2654,7
2655,5
2656,3
2657,6
2658,7
2659,6
2660,1
2661,3
2662,4
2663,3
2664,5
2665,1
2666,2
2667,0
2668,2
2669,1
2670,3
2671,3
2672,7
2673,0
2674,0
2675,1
2676,5
2677,3
2678,9
2679,5
2680,4
2681,7
2682,1
2683,0
2684,7
2685,9
2686,4
2687,6
2688,8
2689,7
2690,3
2691,5
2692,9
2693,1
2694,2
2695,2
2696,6
2697,9
2698,9
2699,4
2700,6
2701,3
2702,2
2703,1
2704,8
2705,1
2706,7
2707,7
2708,8
2709,8
2710,7
2711,4
2712,4
2713,6
2714,0
2715,9
2716,4
2717,3
2718,2
2719,9
2720,7
2721,8
2722,8
2723,5
2724,7
2725,2
2726,5
2727,3
2728,6
2729,1
2730,3
2731,3
2732,1
2733,1
2734,8
2735,6
2736,6
2737,3
2738,6
2739,2
2740,5
2741,3
2742,4
2743,7
2744,0
2745,9
2746,5
2747,3
2748,4
2749,6
2750,3
2751,7
2752,7
2753,3
2754,3
2755,8
2756,9
2757,4
2758,9
2759,5
2760,8
2761,5
2762,3
2763,4
2764,7
2765,2
2766,7
2767,8
2768,3
2769,4
2770,6
2771,0
2772,8
2773,0
2774,0
2775,1
2776,1
2777,5
2778,2
2779,9
2780,2
2781,9
2782,0
2783,7
2784,5
2785,9
2786,8
2787,1
2788,8
2789,6
2790,4
2791,8
2792,0
2793,2
2794,6
2795,9
2796,2
2797,0
2798,3
2799,3
2800,8
2801,8
2802,5
2803,8
2804,4
2805,6
2806,9
2807,3
2808,0
2809,0
2810,8
2811,7
2812,9
2813,4
2814,0
2815,8
2816,6
2817,4
2818,3
2819,9
2820,5
2821,6
2822,4
2823,0
2824,3
2825,0
2826,9
2827,6
2828,8
2829,6
2830,2
2831,7
2832,4
2833,6
2834,5
2835,7
2836,0
2837,8
2838,7
2839,3
2840,5
2841,0
2842,1
2843,6
2844,5
2845,7
2846,9
2847,3
2848,8
2849,1
2850,9
2851,4
2852,1
2853,2
2854,4
2855,8
2856,2
2857,2
2858,7
2859,2
2860,7
2861,3
2862,9
2863,5
2864,7
2865,9
2866,6
2867,3
2868,8
2869,4
2870,8
2871,3
2872,0
2873,5
2874,3
2875,7
2876,1
2877,0
2878,9
2879,3
2880,2
2881,6
2882,7
2883,5
2884,4
2885,9
2886,6
2887,5
2888,3
2889,1
2890,1
2891,7
2892,1
2893,7
2894,1
2895,9
2896,7
2897,3
2898,5
2899,2
2900,0
2901,7
2902,7
2903,0
2904,3
2905,8
2906,4
2907,7
2908,5
2909,4
2910,2
2911,0
2912,7
2913,1
2914,3
2915,1
2916,7
2917,2
2918,1
2919,4
2920,3
2921,3
2922,0
2923,8
2924,7
2925,3
2926,1
2927,0
2928,7
2929,9
2930,6
2931,6
2932,1
2933,4
2934,9
2935,5
2936,5
2937,7
2938,3
2939,7
2940,7
2941,2
2942,7
2943,9
2944,7
2945,0
2946,9
2947,9
2948,5
2949,5
2950,2
2951,0
2952,7
2953,3
2954,8
2955,3
2956,1
2957,9
2958,4
2959,4
2960,2
2961,1
2962,7
2963,9
2964,5
2965,0
2966,0
2967,3
2968,5
2969,5
2970,9
2971,8
2972,3
2973,6
2974,2
2975,1
2976,3
2977,5
2978,2
2979,3
2980,8
2981,5
2982,6
2983,9
2984,1
2985,1
2986,7
2987,1
2988,6
2989,5
2990,8
2991,1
2992,6
2993,1
2994,9
2995,6
2996,1
